job_title,company_name,location,salary_range,job_type,description,job_link,indeedApply,hiringMultipleCandidates,posted_date
Frontend Developer (HTML / CSS / BOOTSTRAP / JS/Wordpress),Digiwised A Software Solution Company,Karachi,"Rs 30,000 - Rs 35,000 a month",,"The ideal candidate will be responsible for designing, developing, testing, and debugging responsive web and mobile applications for the company. Using React, JavaScript, jQUERRY, HTML, and CSS, Bootstrap. this candidate will be able to translate user and business needs into functional frontend design. Responsibilities Designing, developing, and testing UI for mobile and web applications Build reusable code and libraries for future use Accurately translate user and business needs into functional frontend code
Job Types: Full-time, ContractContract length: 12 months
Salary: Rs20,000.00 - Rs35,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
",https://pk.indeed.com/jobs?q=frontend&l=karachi&from=searchOnHP&vjk=bc42f300ceb75eb5,,,Active 4 days ago
